species,clonality
Persoonia chamaepitys,0
Persoonia chapmaniana,0
Persoonia comata,0
Persoonia confertiflora,0
Persoonia conjuncta,0
Persoonia cordifolia,0
Persoonia coriacea,0
Persoonia cornifolia,0
Persoonia curvifolia,0
Persoonia cuspidifera,0
Persoonia cymbifolia,0
Persoonia daphnoides,0
Persoonia dillwynioides,0
Persoonia elliptica,0
Persoonia falcata,0
Persoonia fastigiata,0
Persoonia filiformis,0
Persoonia flexifolia,0
Persoonia glaucescens,0
Persoonia graminea,0
Persoonia gunnii,0
Persoonia hakeiformis,0
Persoonia helix,0
Persoonia hexagona,0
Persoonia hirsuta,0
Persoonia inconspicua,0
Persoonia iogyna,0
Persoonia isophylla,0
Persoonia juniperina,0
Persoonia kararae,0
Persoonia katerae,0
Persoonia lanceolata,0
Persoonia laurina,0
Persoonia laxa,0
Persoonia leucopogon,0
Persoonia levis,0
Persoonia linearis,0
Persoonia longifolia,0
Persoonia marginata,0
Persoonia media,0
Persoonia micranthera,0
Persoonia microphylla,0
Persoonia mollis,0
Persoonia moscalii,0
Persoonia muelleri,0
Persoonia myrtilloides,0
Persoonia nutans,0
Persoonia oblongata,0
Persoonia oleoides,0
Persoonia oxycoccoides,0
Persoonia papillosa,0
Persoonia pentasticha,0
Persoonia pertinax,0
Persoonia pinifolia,0
Persoonia procumbens,0
Persoonia prostrata,0
Persoonia pungens,0
Persoonia quinquenervis,0
Persoonia recedens,0
Persoonia rigida,0
Persoonia rudis,0
Persoonia rufa,0
Persoonia rufiflora,0
Persoonia saccata,0
Persoonia saundersiana,0
Persoonia scabra,0
Persoonia sericea,0
Persoonia silvatica,0
Persoonia spathulata,0
Persoonia stradbrokensis,0
Persoonia striata,0
Persoonia stricta,0
Persoonia subtilis,0
Persoonia subvelutina,0
Persoonia sulcata,0
Persoonia tenuifolia,0
Persoonia teretifolia,0
Persoonia terminalis,0
Persoonia trinervis,0
Persoonia tropica,0
Persoonia virgata,0
Persoonia volcanica,0
Petalostylis cassioides,0
Petalostylis labicheoides,0
Petermannia cirrosa,0
Petrophile acicularis,0
Petrophile aculeata,0
Petrophile anceps,0
Petrophile arcuata,0
Petrophile aspera,0
Petrophile biloba,0
Petrophile biternata,0
Petrophile brevifolia,0
Petrophile canescens,0
Petrophile carduacea,0
Petrophile chrysantha,0
Petrophile circinata,0
Petrophile conifera,0
Petrophile crispata,0
Petrophile cyathiforma,0
Petrophile divaricata,0
Petrophile diversifolia,0
Petrophile drummondii,0
Petrophile ericifolia,0
Petrophile fastigiata,0
Petrophile glauca,0
Petrophile helicophylla,0
Petrophile heterophylla,0
Petrophile imbricata,0
Petrophile incurvata,0
Petrophile linearis,0
Petrophile longifolia,0
Petrophile macrostachya,0
Petrophile media,0
Petrophile megalostegia,0
Petrophile merrallii,0
Petrophile misturata,0
Petrophile multisecta,0
Petrophile pauciflora,0
Petrophile pedunculata,0
Petrophile phylicoides,0
Petrophile plumosa,0
Petrophile pulchella,0
Petrophile recurva,0
Petrophile rigida,0
Petrophile scabriuscula,0
Petrophile semifurcata,0
Petrophile seminuda,0
Petrophile serruriae,0
Petrophile sessilis,0
Petrophile shirleyae,0
Petrophile shuttleworthiana,0
Petrophile squamata,0
Petrophile striata,0
Petrophile stricta,0
Petrophile teretifolia,0
Petrophile trifurcata,0
Petrophile wonganensis,0
Phaleria chermsideana,0
Phaleria clerodendron,0
Phaleria octandra,0
Philydrella drummondii,0
Philydrella pygmaea,0
Philydrum lanuginosum,0
Phlebocarya ciliata,0
Phlebocarya filifolia,0
Phlebocarya pilosissima,0
Phyllocladus aspleniifolius,0
Pilostyles collina,0
Pilostyles hamiltonii,0
Pimelea aeruginosa,0
Pimelea alpina,1
Pimelea ammocharis,0
Pimelea angustifolia,0
Pimelea aquilonia,0
Pimelea argentea,0
Pimelea avonensis,0
Pimelea axiflora,0
Pimelea biflora,1
Pimelea brachyphylla,0
Pimelea bracteata,0
Pimelea brevifolia,0
Pimelea brevistyla,0
Pimelea calcicola,0
Pimelea ciliata,0
Pimelea ciliolaris,0
Pimelea cinerea,0
Pimelea clavata,0
Pimelea cracens,0
Pimelea curviflora,0
Pimelea decora,0
Pimelea drummondii,0
Pimelea drupacea,0
Pimelea elongata,0
Pimelea erecta,0
Pimelea ferruginea,0
Pimelea filiformis,0
Pimelea flava,0
Pimelea floribunda,0
Pimelea forrestiana,0
Pimelea gilgiana,0
Pimelea glauca,0
Pimelea graniticola,0
Pimelea haematostachya,0
Pimelea halophila,0
Pimelea hewardiana,0
Pimelea hispida,0
Pimelea holroydii,0
Pimelea humilis,0
Pimelea imbricata,0
Pimelea interioris,0
Pimelea lanata,0
Pimelea latifolia,0
Pimelea lehmanniana,0
Pimelea leptospermoides,0
Pimelea leucantha,0
Pimelea ligustrina,0
Pimelea linifolia,0
Pimelea longiflora,0
Pimelea macrostegia,0
Pimelea micrantha,0
Pimelea microcephala,0
Pimelea milliganii,0
Pimelea neo-anglica,0
Pimelea nivea,0
Pimelea octophylla,0
Pimelea pagophila,0
Pimelea pauciflora,0
Pimelea pelinos,0
Pimelea pendens,0
Pimelea penicillaris,0
Pimelea petrophila,0
Pimelea phylicoides,0
Pimelea physodes,0
Pimelea preissii,0
Pimelea pygmaea,0
Pimelea rara,0
Pimelea rosea,0
Pimelea sericea,0
Pimelea sericostachya,0
Pimelea serpyllifolia,0
Pimelea sessilis,0
Pimelea simplex,0
Pimelea spectabilis,0
Pimelea spicata,0
Pimelea spiculigera,0
Pimelea spinescens,0
Pimelea stricta,0
Pimelea strigosa,0
Pimelea suaveolens,0
Pimelea subvillifera,0
Pimelea sulphurea,0
Pimelea sylvestris,0
Pimelea tinctoria,0
Pimelea treyvaudii,0
Pimelea trichostachya,0
Pimelea umbratica,0
Pimelea venosa,0
Pimelea villifera,0
Pimelea williamsonii,0
Piper caninum,0
Piper fungiforme,0
Piper hederaceum,0
Piper interruptum,0
Piper macropiper,0
Piper mestonii,0
Piper umbellatum,0
Pipturus argenteus,0
Placospermum coriaceum,0
Platycapnos spicata,0
Pleiogynium timorense,0
Pleogyne australis,0
Pleomele angustifolia,0
Pleurostylia opposita,0
Podocarpus dispermus,0
Podocarpus drouynianus,0
Podocarpus elatus,0
Podocarpus grayae,0
Podocarpus lawrencei,0
Podocarpus smithii,0
Podocarpus spinulosus,0
Polyalthia australis,0
Polyalthia michaelii,0
Polyalthia nitidissima,0
Polyalthia patinata,0
Pouzolzia hirta,0
Pouzolzia zeylanica,0
Procris pedunculata,0
Proiphys alba,1
Proiphys amboinensis,1
Proiphys cunninghamii,1
Protasparagus racemosus,1
Prumnopitys ladei,0
Psammomoya choretroides,0
Psammomoya ephedroides,0
Pseuduvaria froggattii,0
Pseuduvaria hylandii,0
Pseuduvaria mulgraveana,0
Pseuduvaria villosa,0
Psychrophila introloba,1
Psychrophila phylloptera,1
Pternandra coerulescens,0
Pycnarrhena novoguineensis,0
Pycnarrhena ozantha,0
Quassia baileyana,0
Quassia bidwillii,0
Ranunculus acaulis,1
Ranunculus acrophilus,1
Ranunculus amphitrichus,1
Ranunculus amplus,1
Ranunculus anemoneus,1
Ranunculus clivicola,1
Ranunculus collicola,1
Ranunculus collinus,1
Ranunculus colonorum,1
Ranunculus decurvus,1
Ranunculus diminutus,1
Ranunculus dissectifolius,1
Ranunculus eichlerianus,1
Ranunculus glabrifolius,1
Ranunculus graniticola,1
Ranunculus gunnianus,0
Ranunculus hamatosetosus,0
Ranunculus inundatus,1
Ranunculus jugosus,1
Ranunculus lappaceus,1
Ranunculus meristus,1
Ranunculus millanii,1
Ranunculus muelleri,1
Ranunculus nanus,1
Ranunculus niphophilus,1
Ranunculus pachycarpus,1
Ranunculus papulentus,1
Ranunculus pascuinus,1
Ranunculus pentandrus,0
Ranunculus pimpinellifolius,1
Ranunculus plebeius,1
Ranunculus prasinus,1
Ranunculus productus,1
Ranunculus pumilio,0
Ranunculus robertsonii,1
Ranunculus scapiger,1
Ranunculus sessiliflorus,0
Ranunculus setaceus,1
Ranunculus triplodontus,1
Ranunculus undosus,1
Ranunculus victoriensis,1
Rhizophora apiculata,0
Rhizophora lamarckii,0
Rhizophora mucronata,0
Rhizophora stylosa,0
Rhodosphaera rhodanthema,0
Rhysotoechia bifoliolata,0
Rhysotoechia flavescens,0
Rhysotoechia mortoniana,0
Rhysotoechia robertsonii,0
Ripogonum album,0
Ripogonum brevifolium,0
Ripogonum discolor,0
Ripogonum elseyanum,0
Ripogonum fawcettianum,0
Romnalda grallata,0
Romnalda strobilacea,0
Rotala diandra,1
Rotala mexicana,0
Rotala occultiflora,1
Rotala rosea,0
Rotala tripartita,0
Ryticaryum longifolium,0
Salacia chinensis,0
Salacia disepala,0
Salacia erythrocarpa,0
Santalum acuminatum,1
Santalum album,0
Santalum lanceolatum,0
Santalum murrayanum,0
Santalum obtusifolium,0
Santalum spicatum,0
Sarcopetalum harveyanum,0
Sarcopteryx acuminata,0
Sarcopteryx martyana,0
Sarcopteryx montana,0
Sarcopteryx reticulata,0
Sarcopteryx stipata,0
Sarcotoechia cuneata,0
Sarcotoechia heterophylla,0
Sarcotoechia lanceolata,0
Sarcotoechia protracta,0
Sarcotoechia serrata,0
Sarcotoechia villosa,0
Scaevola acacioides,0
Scaevola aemula,0
Scaevola albida,0
Scaevola amblyanthera,0
Scaevola anchusifolia,0
Scaevola angulata,0
Scaevola angustata,0
Scaevola argentea,0
Scaevola auriculata,0
Scaevola basedowii,0
Scaevola brookeana,0
Scaevola browniana,0
Scaevola bursariifolia,0
Scaevola calendulacea,0
Scaevola calliptera,0
Scaevola canescens,0
Scaevola chrysopogon,0
Scaevola collaris,0
Scaevola collina,0
Scaevola crassifolia,0
Scaevola cuneiformis,0
Scaevola cunninghamii,0
Scaevola densifolia,0
Scaevola depauperata,0
Scaevola enantophylla,0
Scaevola eneabba,0
Scaevola glabrata,0
Scaevola glandulifera,0
Scaevola globosa,0
Scaevola globulifera,0
Scaevola glutinosa,0
Scaevola graminea,0
Scaevola hamiltonii,0
Scaevola hookeri,1
Scaevola humifusa,0
Scaevola humilis,0
Scaevola laciniata,0
Scaevola lanceolata,0
Scaevola linearis,0
Scaevola macrophylla,0
Scaevola macrostachya,0
Scaevola microphylla,0
Scaevola myrtifolia,0
Scaevola nitida,0
Scaevola obovata,0
Scaevola oldfieldii,0
Scaevola ovalifolia,0
Scaevola oxyclona,0
Scaevola paludosa,0
Scaevola parvibarbata,0
Scaevola parvifolia,0
Scaevola phlebopetala,0
Scaevola pilosa,0
Scaevola platyphylla,0
Scaevola porocarya,0
Scaevola pulchella,0
Scaevola pulvinaris,0
Scaevola ramosissima,0
Scaevola repens,0
Scaevola restiacea,0
Scaevola revoluta,0
Scaevola sericophylla,0
Scaevola spicigera,0
Scaevola spinescens,0
Scaevola striata,0
Scaevola taccada,0
Scaevola tenuifolia,0
Scaevola thesioides,0
Scaevola tomentosa,0
Scaevola tortuosa,0
Scaevola virgata,0
Schelhammera multiflora,0
Schelhammera undulata,0
Selliera radicans,1
Semecarpus australiensis,0
Senna acclinis,0
Senna aciphylla,0
Senna alicia,0
Senna artemisioides,0
Senna barclayana,0
Senna cardiosperma,0
Senna charlesiana,0
Senna chatelainiana,0
"Senna circinnata,",0
Senna cladophylla,0
Senna clavigera,0
Senna coriacea,0
Senna coronilloides,0
Senna costata,0
Senna curvistyla,0
Senna cuthbertsonii,0
Senna ferraria,0
Senna filifolia,0
Senna flexuosa,0
Senna form,0
Senna gaudichaudii,0
Senna gawlerensis,0
Senna glaucifolia,0
Senna glutinosa,0
Senna goniodes,0
Senna hamersleyensis,0
Senna helmsii,0
Senna heptanthera,0
Senna leptoclada,0
Senna luerssenii,0
Senna magnifolia,0
Senna manicula,0
Senna microphylla,0
Senna notabilis,0
Senna odorata,0
Senna oligoclada,0
Senna oligophylla,0
Senna pilocarina,0
Senna planitiicola,0
Senna pleurocarpa,0
Senna procumbens,0
Senna pruinosa,0
Senna quadrifolia,0
Senna siamea,0
Senna stowardii,0
Senna stricta,0
Senna sturtii,0
Senna surattensis,0
Senna symonii,0
Senna timorensis,0
Senna venusta,0
Senna zygophylla,0
Siphonodon australis,0
Siphonodon membranaceus,0
Siphonodon pendulus,0
Smilax aculeatissima,0
Smilax australis,0
Smilax blumei,0
Smilax calophylla,0
Smilax glyciphylla,0
Smilax kaniensis,0
Smilax leucophylla,0
Sonneratia alba,0
Sonneratia caseolaris,0
Sonneratia lanceolata,0
Sowerbaea alliacea,1
Sowerbaea juncea,0
Sowerbaea laxiflora,0
Sowerbaea multicaulis,0
Sowerbaea subtilis,0
Sparganium subglobosum,0
Sphalmium racemosum,0
Spirogardnera rubescens,0
Stackhousia annua,0
Stackhousia clementii,0
Stackhousia dielsii,0
Stackhousia intermedia,0
Stackhousia megaloptera,0
Stackhousia monogyna,0
Stackhousia muricata,0
Stackhousia nuda,0
Stackhousia pulvinaris,1
Stackhousia scoparia,0
Stackhousia spathulata,0
Stackhousia umbellata,0
Stackhousia viminea,0
Stawellia dimorphantha,0
Stawellia gymnocephala,1
Steganthera australiana,0
Steganthera cooperorum,0
Steganthera hirsuta,0
Steganthera laxiflora,0
Steganthera macooraia,0
Stemona angusta,0
Stemona australiana,0
Stemona philippinensis,0
Stemona prostrata,0
Stenocarpus acacioides,0
Stenocarpus angustifolius,0
Stenocarpus cryptocarpus,0
Stenocarpus cunninghamii,0
Stenocarpus davallioides,0
Stenocarpus reticulatus,0
Stenocarpus salignus,0
Stenocarpus sinuatus,0
Stenocarpus verticis,0
Stephania bancroftii,1
Stephania japonica,0
Stephania renifolia,0
Stephania tuberosa,1
Stirlingia abrotanoides,0
Stirlingia anethifolia,0
Stirlingia divaricatissima,0
Stirlingia latifolia,0
Stirlingia seselifolia,0
Stirlingia simplex,0
Stirlingia tenuifolia,0
Storckiella australiensis,0
Strangea cynanchicarpa,0
Strangea linearis,0
Strangea stenocarpoides,0
Streblus brunonianus,0
Stypandra glauca,0
Sundacarpus amarus,0
Symphionema montanum,0
Symphionema paludosum,0
Synaphea acutiloba,0
Synaphea aephynsa,0
Synaphea bifurcata,0
Synaphea boyaginensis,0
Synaphea canaliculata,0
Synaphea cervifolia,0
Synaphea constricta,1
Synaphea cuneata,0
Synaphea damopsis,0
Synaphea decorticans,0
Synaphea decumbens,0
Synaphea divaricata,0
Synaphea drummondii,0
Synaphea endothrix,0
Synaphea favosa,0
Synaphea flabelliformis,0
Synaphea flexuosa,0
Synaphea floribunda,0
Synaphea gracillima,0
Synaphea grandis,0
Synaphea hians,0
Synaphea incurva,0
Synaphea interioris,0
Synaphea intricata,0
Synaphea lesueurensis,0
Synaphea macrophylla,0
Synaphea media,0
Synaphea nexosa,0
Synaphea obtusata,0
Synaphea odocoileops,1
Synaphea oligantha,0
Synaphea otiostigma,0
Synaphea oulopha,0
Synaphea panhesya,0
Synaphea parviflora,0
Synaphea petiolaris,0
Synaphea pinnata,0
Synaphea platyphylla,1
Synaphea polymorpha,0
Synaphea preissii,0
Synaphea quartzitica,0
Synaphea rangiferops,0
Synaphea recurva,0
Synaphea reticulata,0
Synaphea sparsiflora,0
Synaphea spinulosa,0
Synaphea stenoloba,0
Synaphea tamminensis,0
Synaphea tripartita,0
Synaphea whicherensis,0
Synima cordieri,0
Synima macrophylla,0
Tacca leontopetaloides,0
Tacca maculata,0
Tapeinochilos ananassae,1
Tasmannia glaucifolia,1
Tasmannia insipida,0
Tasmannia lanceolata,0
Tasmannia membranea,0
Tasmannia purpurascens,0
Tasmannia stipitata,0
Tasmannia vickeriana,0
Tasmannia xerophila,1
Telopea aspera,0
Telopea mongaensis,0
Telopea oreades,0
Telopea speciosissima,0
Telopea truncata,0
Terminalia arenicola,0
Terminalia aridicola,0
Terminalia arostrata,0
Terminalia canescens,0
Terminalia catappa,0
Terminalia complanata,0
Terminalia cunninghamii,0
Terminalia erythrocarpa,0
Terminalia fitzgeraldii,0
Terminalia grandiflora,0
Terminalia hadleyana,0
Terminalia latipes,0
Terminalia melanocarpa,0
Terminalia muelleri,0
Terminalia oblongata,0
Terminalia petiolaris,0
Terminalia platyphylla,0
Terminalia platyptera,0
Terminalia porphyrocarpa,0
Terminalia prostrata,0
Terminalia pterocarya,0
Terminalia sericocarpa,0
Terminalia subacroptera,0
Terminalia supranitifolia,0
Thecanthes concreta,0
Thecanthes cornucopiae,0
Thecanthes filifolia,0
Thecanthes punicea,0
Thecanthes sanguinea,0
Thelionema caespitosum,0
Thelionema grande,0
Thelionema umbellatum,0
Thesium australe,0
Thysanotus acerosifolius,1
Thysanotus anceps,1
Thysanotus arbuscula,1
Thysanotus arenarius,1
Thysanotus asper,0
Thysanotus banksii,1
Thysanotus baueri,1
Thysanotus brachiatus,1
Thysanotus brachyantherus,1
Thysanotus brevifolius,1
Thysanotus chinensis,1
Thysanotus cymosus,1
Thysanotus dichotomus,1
Thysanotus exiliflorus,1
Thysanotus fastigiatus,1
Thysanotus formosus,0
Thysanotus fractiflexus,1
Thysanotus gageoides,1
Thysanotus glaucifolius,0
Thysanotus glaucus,0
Thysanotus gracilis,1
Thysanotus isantherus,1
Thysanotus juncifolius,1
Thysanotus lavanduliflorus,1
Thysanotus manglesianus,1
Thysanotus multiflorus,0
Thysanotus newbeyi,1
Thysanotus nudicaulis,1
Thysanotus parviflorus,0
Thysanotus patersonii,1
Thysanotus pauciflorus,0
Thysanotus pseudojunceus,1
Thysanotus pyramidalis,1
Thysanotus ramulosus,1
Thysanotus rectantherus,1
Thysanotus sabulosus,0
Thysanotus scaber,1
Thysanotus sparteus,1
Thysanotus speckii,1
Thysanotus spiniger,1
Thysanotus tenellus,1
Thysanotus tenuis,1
Thysanotus teretifolius,0
Thysanotus thyrsoideus,1
Thysanotus triandrus,0
Thysanotus tuberosus,1
Thysanotus vernalis,1
Thysanotus virgatus,1
Thysanotus wangariensis,1
Tiliacora australiana,0
Tinospora esiangkara,0
Tinospora smilacina,0
Tinospora tinosporoides,0
Toechima daemelianum,0
Toechima dasyrrhache,0
Toechima erythrocarpum,0
Toechima monticola,0
Toechima pterocarpum,0
Toechima tenax,0
Torrenticola queenslandica,0
Trema orientalis,0
Trema tomentosa,0
Tribonanthes australis,0
Tribonanthes brachypetala,0
Tribonanthes longipetala,0
Tribonanthes purpurea,0
Tribonanthes violacea,0
Tricoryne anceps,0
Tricoryne corynothecoides,0
Tricoryne elatior,0
Tricoryne humilis,0
Tricoryne muricata,0
Tricoryne simplex,0
Tricoryne tenella,0
Trimenia moorei,0
Tripladenia cunninghamii,0
Tripterococcus brunonis,0
Tristicha trifaria,0
Tristiropsis canarioides,0
Trithuria bibracteata,0
Trithuria lanterna,1
Trithuria submersa,1
Triunia erythrocarpa,0
Triunia montana,0
Triunia robusta,0
Triunia youngiana,0
Typha domingensis,0
Typha orientalis,0
Urtica incisa,0
Uvaria concava,0
Uvaria holtzei,0
Uvaria rufa,0
Velleia arguta,0
Velleia connata,0
Velleia cycnopotamica,0
Velleia daviesii,0
Velleia discophora,0
Velleia exigua,1
Velleia foliosa,0
Velleia glabrata,0
Velleia hispida,0
Velleia lyrata,0
Velleia macrocalyx,0
Velleia macrophylla,0
Velleia montana,0
Velleia panduriformis,0
Velleia paradoxa,0
Velleia parvisepta,0
Velleia perfoliata,0
Velleia pubescens,0
Velleia rosea,0
Velleia spathulata,0
Velleia trinervis,0
Verreauxia reinwardtii,0
Verreauxia verreauxii,0
Verreauxia villosa,0
Viscum articulatum,0
Viscum bancroftii,0
Viscum ovalifolium,0
Viscum whitei,0
Wikstroemia indica,0
Wilkiea angustifolia,0
Wilkiea austroqueenslandica,0
Wilkiea cordata,0
Wilkiea huegeliana,0
Wilkiea hylandii,0
Wilkiea longipes,0
Wilkiea macrophylla,0
Wilkiea pubescens,0
Wilkiea rigidifolia,0
Wilkiea smithii,0
Wollemia nobilis,0
Wurmbea biglandulosa,0
Wurmbea centralis,0
Wurmbea cernua,0
Wurmbea densiflora,0
Wurmbea deserticola,0
Wurmbea dilatata,0
Wurmbea dioica,0
Wurmbea drummondii,0
Wurmbea graniticola,0
Wurmbea inframediana,0
Wurmbea latifolia,0
Wurmbea monantha,0
Wurmbea murchisoniana,0
Wurmbea odorata,0
Wurmbea pygmaea,0
Wurmbea sinora,0
Wurmbea tenella,0
Wurmbea tubulosa,0
Wurmbea uniflora,0
Xanthorrhoea acanthostachya,0
Xanthorrhoea acaulis,1
Xanthorrhoea arborea,0
Xanthorrhoea arenaria,1
Xanthorrhoea australis,0
Xanthorrhoea bracteata,1
Xanthorrhoea brevistyla,1
Xanthorrhoea brunonis,1
Xanthorrhoea caespitosa,1
Xanthorrhoea concava,1
Xanthorrhoea drummondii,0
Xanthorrhoea fulva,1
Xanthorrhoea glauca,0
Xanthorrhoea gracilis,1
Xanthorrhoea johnsonii,0
Xanthorrhoea latifolia,0
Xanthorrhoea macronema,0
Xanthorrhoea malacophylla,0
Xanthorrhoea media,0
Xanthorrhoea minor,1
Xanthorrhoea nana,0
Xanthorrhoea platyphylla,0
Xanthorrhoea preissii,0
Xanthorrhoea pumilio,0
Xanthorrhoea quadrangulata,0
Xanthorrhoea resinosa,0
Xanthorrhoea semiplana,0
Xanthorrhoea thorntonii,0
Xerolirion divaricata,1
Ximenia americana,0
Xylomelum angustifolium,0
Xylomelum cunninghamianum,0
Xylomelum occidentale,0
Xylomelum pyriforme,0
Xylomelum salicinum,0
Xylomelum scottianum,0
Xylopia maccreae,0
Xylopia monosperma,0
